,jobTitle,meanPay,Range,company
444,Technical Support Engineer,"$72,694/yr",Range: $48K - $118K,adobe
445,Senior User Experience Designer,"$141,161/yr",Range: $114K - $199K,adobe
446,Senior Account Manager,"$106,361/yr",Range: $73K - $179K,adobe
447,Senior Financial Analyst,"$118,979/yr",Range: $99K - $130K,adobe
448,Marketing Manager,"$147,535/yr",Range: $96K - $162K,adobe
449,Senior Quality Engineer,"$107,840/yr",Range: $100K - $129K,adobe
450,Principal Scientist,"$246,885/yr",Range: $229K - $277K,adobe
451,Account Executive,"$85,292/yr",Range: $50K - $159K,adobe
452,Senior Site Reliability Engineer,"$148,023/yr",Range: $131K - $177K,adobe
454,Technical Architect,"$161,192/yr",Range: $136K - $178K,adobe
455,Customer Success Manager,"$121,326/yr",Range: $68K - $162K,adobe
456,Data Scientist,"$133,284/yr",Range: $87K - $238K,adobe
457,Computer Scientist II,"$129,853/yr",Range: $109K - $152K,adobe
458,Consultant,"$103,074/yr",Range: $69K - $143K,adobe
459,Software Engineering Manager,"$165,693/yr",Range: $152K - $211K,adobe
460,Senior Technical Consultant,"$118,686/yr",Range: $100K - $155K,adobe
461,Lead Quality Engineer,"$108,311/yr",Range: $91K - $135K,adobe
462,Senior Project Manager,"$121,920/yr",Range: $98K - $153K,adobe
463,Software Developer II,"$113,125/yr",Range: $76K - $136K,adobe
464,Associate Account Manager,"$56,156/yr",Range: $44K - $86K,adobe
465,Executive Assistant,"$91,252/yr",Range: $72K - $110K,adobe
467,Devops Engineer,"$131,809/yr",Range: $108K - $169K,adobe
468,Site Reliability Engineer,"$109,249/yr",Range: $83K - $158K,adobe
469,Member of Technical Staff II,"$104,589/yr",Range: $90K - $131K,adobe
470,Manager,"$161,735/yr",Range: $114K - $219K,adobe
471,Senior Enterprise Account Executive,"$123,985/yr",Range: $79K - $146K,adobe
472,Senior Systems Engineer,"$136,501/yr",Range: $102K - $181K,adobe
474,Solutions Architect,"$138,829/yr",Range: $87K - $189K,adobe
475,Business Solutions Analyst,"$129,213/yr",Range: $108K - $156K,adobe
476,Software QA Engineer,"$105,562/yr",Range: $74K - $145K,adobe
477,Legal Counsel,"$179,886/yr",Range: $116K - $207K,adobe
478,Technical Consultant,"$94,423/yr",Range: $74K - $130K,adobe
479,Product Management Director,"$216,677/yr",Range: $211K - $261K,adobe
480,IT Project Manager,"$124,373/yr",Range: $72K - $156K,adobe
482,Systems Engineer,"$118,593/yr",Range: $82K - $135K,adobe
483,Security Researcher,"$133,559/yr",Range: $96K - $163K,adobe
484,IT Manager,"$144,163/yr",Range: $122K - $195K,adobe
485,Network Engineer,"$97,653/yr",Range: $78K - $144K,adobe
486,Senior Solutions Architect,"$159,083/yr",Range: $120K - $193K,adobe
487,Senior Business Systems Analyst,"$145,660/yr",Range: $125K - $173K,adobe
488,Engagement Manager,"$165,067/yr",Range: $100K - $187K,adobe
489,Sales,"$142,734/yr",Range: $97K - $171K,adobe
490,Principal Product Manager,"$202,568/yr",Range: $171K - $248K,adobe
491,Senior Director,"$220,091/yr",Range: $138K - $316K,adobe
492,California,"$137,525/yr",Range: $77K - $210K,adobe
493,Staff Consultant,"$94,188/yr",Range: $77K - $115K,adobe
494,Senior Technical Support Engineer,"$112,207/yr",Range: $91K - $123K,adobe
495,Technical Account Manager,"$113,300/yr",Range: $73K - $141K,adobe
496,Inside Sales Representative,"$68,328/yr",Range: $54K - $129K,adobe
497,Quality Engineering Manager,"$141,592/yr",Range: $112K - $159K,adobe
498,Sales Operations Manager,"$80,886/yr",Range: $65K - $159K,adobe
499,Web Developer,"$107,672/yr",Range: $61K - $113K,adobe
500,Group Product Marketing Manager,"$187,647/yr",Range: $179K - $191K,adobe
502,CA,"$129,831/yr",Range: $77K - $160K,adobe
503,Data Analyst,"$98,372/yr",Range: $49K - $140K,adobe
504,Finance Manager,"$150,976/yr",Range: $143K - $163K,adobe
505,Sales Engineer,"$138,709/yr",Range: $95K - $154K,adobe
506,Inside Sales,"$64,100/yr",Range: $42K - $69K,adobe
507,Senior Technical Writer,"$121,064/yr",Range: $103K - $138K,adobe
508,Quality Manager,"$140,919/yr",Range: $128K - $151K,adobe
509,Senior Software Quality Engineer,"$119,588/yr",Range: $94K - $166K,adobe
510,Software Engineer II,"$115,460/yr",Range: $92K - $123K,adobe
511,Principal Consultant,"$145,854/yr",Range: $115K - $154K,adobe
512,Business Consultant,"$113,870/yr",Range: $88K - $165K,adobe
513,"Staff Consultant, Adobe Consulting, for Omniture Technology","$87,213/yr",Range: $72K - $113K,adobe
514,Inside Sales Executive,"$63,239/yr",Range: $55K - $76K,adobe
516,Consultant III,"$87,120/yr",Range: $77K - $99K,adobe
520,Operations Engineer,"$120,852/yr",Range: $59K - $132K,adobe
521,Business Process and Systems Analyst,"$94,893/yr",Range: $85K - $105K,adobe
522,Marketing Director,"$234,911/yr",Range: $180K - $250K,adobe
523,Sales Manager,"$142,665/yr",Range: $83K - $192K,adobe
524,Director of Product Management,"$245,489/yr",Range: $181K - $266K,adobe
525,Senior Systems Administrator,"$114,293/yr",Range: $112K - $144K,adobe
526,Database Administrator,"$130,534/yr",Range: $111K - $137K,adobe
527,Senior Business Consultant,"$115,000/yr",Range: $109K - $141K,adobe
528,Analyst,"$81,964/yr",Range: $71K - $125K,adobe
529,Group Manager,"$194,864/yr",Range: $124K - $217K,adobe
530,Software Development Engineer,"$110,045/yr",Range: $105K - $162K,adobe
531,CRM Business Systems Analyst,"$122,536/yr",Range: $114K - $136K,adobe
532,Senior Sales Operations Manager,"$115,283/yr",Range: $85K - $174K,adobe
533,Software Architect,"$187,018/yr",Range: $147K - $202K,adobe
534,Systems Administrator,"$99,106/yr",Range: $80K - $112K,adobe
535,Lead Software Engineer,"$119,571/yr",Range: $97K - $166K,adobe
536,SAP Security Administrator,"$111,657/yr",Range: $89K - $129K,adobe
537,Software Engineer I,"$96,549/yr",Range: $88K - $103K,adobe
539,Senior PR Manager,"$152,302/yr",Range: $107K - $152K,adobe
540,Media Specialist,"$93,787/yr",Range: $81K - $109K,adobe
542,Senior Engineer,"$135,365/yr",Range: $112K - $143K,adobe
543,Director Engineering,"$241,544/yr",Range: $173K - $283K,adobe
544,Senior Finance Manager,"$159,537/yr",Range: $152K - $168K,adobe
545,Sales Development Representative,"$43,469/yr",Range: $40K - $54K,adobe
546,Group Program Manager,"$162,793/yr",Range: $154K - $184K,adobe
547,Solution Consultant,"$105,346/yr",Range: $81K - $146K,adobe
548,Senior Research Scientist,"$176,748/yr",Range: $176K - $181K,adobe
549,Member Technical Staff,"$100,514/yr",Range: $97K - $103K,adobe
550,Consulting Manager,"$166,226/yr",Range: $158K - $168K,adobe
551,Senior Computer Scientist II,"$213,365/yr",Range: $152K - $221K,adobe
552,Associate Legal Counsel,"$139,630/yr",Range: $106K - $148K,adobe
553,Sales Executive,"$129,102/yr",Range: $76K - $147K,adobe
554,Systems Analyst,"$95,007/yr",Range: $77K - $174K,adobe
555,Content Strategist,"$82,817/yr",Range: $63K - $131K,adobe
556,Senior Marketing Program Manager,"$190,544/yr",Range: $160K - $235K,adobe
557,Sales Associate,"$51,925/yr",Range: $40K - $59K,adobe
558,Senior Software Engineering Manager,"$199,389/yr",Range: $173K - $221K,adobe
559,Field Applications Engineer,"$132,647/yr",Range: $89K - $134K,adobe
560,QA Engineer,"$98,917/yr",Range: $92K - $112K,adobe
561,Technical Program Manager,"$144,857/yr",Range: $132K - $192K,adobe
562,Campaign Manager,"$84,719/yr",Range: $63K - $104K,adobe
564,Senior Technical Program Manager,"$178,519/yr",Range: $156K - $185K,adobe
565,Senior Administrative Assistant,"$76,338/yr",Range: $71K - $95K,adobe
566,Engineer,"$127,247/yr",Range: $103K - $140K,adobe
567,Applications Engineer,"$101,579/yr",Range: $98K - $105K,adobe
568,Marketing Analyst,"$89,694/yr",Range: $70K - $103K,adobe
569,Instructional Designer,"$103,613/yr",Range: $65K - $112K,adobe
571,Business Operations Manager,"$124,122/yr",Range: $115K - $137K,adobe
572,Research Manager,"$144,825/yr",Range: $114K - $166K,adobe
573,Senior Consultant Team Lead,"$136,439/yr",Range: $113K - $151K,adobe
575,Quality Assurance Engineer,"$86,677/yr",Range: $83K - $100K,adobe
576,Washington,"$108,091/yr",Range: $41K - $149K,adobe
577,Technical Writer,"$139,931/yr",Range: $88K - $143K,adobe
578,Account Director,"$122,047/yr",Range: $112K - $123K,adobe
579,Senior User Experience Researcher,"$146,062/yr",Range: $142K - $155K,adobe
580,Software Engineering,"$139,981/yr",Range: $117K - $143K,adobe
581,Developer,"$121,075/yr",Range: $99K - $175K,adobe
582,Business Research Analyst,"$126,950/yr",Range: $62K - $143K,adobe
583,Software Test Engineer,"$84,819/yr",Range: $68K - $103K,adobe
584,Senior Business Intelligence Engineer,"$151,168/yr",Range: $133K - $153K,adobe
585,Web Applications Engineer,"$100,049/yr",Range: $89K - $109K,adobe
586,Implementation Consultant,"$103,169/yr",Range: $96K - $104K,adobe
587,Mid-Market Account Manager,"$119,615/yr",Range: $65K - $132K,adobe
588,Senior Analytics Manager,"$170,026/yr",Range: $145K - $171K,adobe
589,Sr. Software Engineer,"$127,718/yr",Range: $126K - $134K,adobe
590,Business Development,"$85,129/yr",Range: $54K - $130K,adobe
591,Senior Business Analyst,"$116,436/yr",Range: $84K - $170K,adobe
592,Automation Engineer,"$84,242/yr",Range: $78K - $84K,adobe
593,Customer Experience Manager,"$108,327/yr",Range: $99K - $146K,adobe
594,Product Quality Specialist,"$109,474/yr",Range: $108K - $112K,adobe
595,Software Quality Assurance Engineer,"$104,233/yr",Range: $100K - $125K,adobe
597,Back End Engineer,"$95,506/yr",Range: $93K - $140K,adobe
598,Lead Computer Scientist,"$148,195/yr",Range: $145K - $151K,adobe
599,Marketing Coordinator,"$76,042/yr",Range: $63K - $83K,adobe
602,Director of Engineering,"$227,679/yr",Range: $209K - $250K,adobe
603,"Mergers & Acquisitions, Manager","$152,662/yr",Range: $153K - $159K,adobe
604,Technical Services Consulting Engineer,"$118,118/yr",Range: $110K - $121K,adobe
605,Security Analyst,"$99,279/yr",Range: $93K - $120K,adobe
606,Analytics Manager,"$136,476/yr",Range: $113K - $152K,adobe
608,Field Marketing Manager,"$117,575/yr",Range: $76K - $148K,adobe
610,Senior Computer Engineer,"$167,128/yr",Range: $148K - $194K,adobe
611,Analyst Manager,"$170,344/yr",Range: $169K - $190K,adobe
612,Computer Scientist/Software Engineer,"$155,328/yr",Range: $136K - $167K,adobe
613,Customer Success Engineer,"$119,308/yr",Range: $108K - $120K,adobe
614,Senior User Experience Lead,"$126,904/yr",Range: $110K - $137K,adobe
615,Security Engineer,"$124,931/yr",Range: $120K - $152K,adobe
616,"Senior Director, Product Management","$273,840/yr",Range: $269K - $279K,adobe
617,Social Media,"$80,843/yr",Range: $79K - $96K,adobe
618,Credit Analyst,"$49,172/yr",Range: $42K - $92K,adobe
619,Inside Sales Specialist,"$71,381/yr",Range: $58K - $71K,adobe
620,Business Development Representative,"$53,026/yr",Range: $41K - $61K,adobe
621,Order Management,"$51,859/yr",Range: $51K - $55K,adobe
622,Security Manager,"$142,762/yr",Range: $133K - $144K,adobe
623,Marketing Communications Manager,"$137,002/yr",Range: $131K - $150K,adobe
624,Technical Account,"$90,710/yr",Range: $79K - $102K,adobe
625,Embedded Software Engineer,"$127,120/yr",Range: $127K - $136K,adobe
626,Director Product Marketing,"$214,534/yr",Range: $189K - $250K,adobe
628,Product Designer,"$106,619/yr",Range: $106K - $109K,adobe
629,Data Engineer,"$127,957/yr",Range: $102K - $133K,adobe
630,Senior Enterprise Account Manager,"$146,988/yr",Range: $145K - $180K,adobe
631,Technical Marketing Engineer,"$116,383/yr",Range: $111K - $125K,adobe
632,Senior Network Engineer,"$112,481/yr",Range: $101K - $133K,adobe
634,Senior DevOps Engineer,"$144,188/yr",Range: $140K - $180K,adobe
635,Senior Software Test Engineer,"$132,767/yr",Range: $131K - $214K,adobe
636,Customer Service Manager,"$95,306/yr",Range: $56K - $173K,adobe
637,Group Marketing Manager,"$190,467/yr",Range: $175K - $192K,adobe
638,Senior QE Manager,"$166,785/yr",Range: $135K - $186K,adobe
639,Senior Cloud Engineer,"$193,373/yr",Range: $187K - $235K,adobe
641,"Senior Manager, Operations","$187,442/yr",Range: $157K - $212K,adobe
642,Senior Marketing Analyst,"$130,327/yr",Range: $76K - $131K,adobe
643,Computer Scientist III,"$120,998/yr",Range: $119K - $128K,adobe
644,Quality Assurance Lead Engineer,"$94,524/yr",Range: $89K - $100K,adobe
646,Senior Digital Marketing,"$102,461/yr",Range: $89K - $116K,adobe
647,Art Director,"$111,272/yr",Range: $92K - $130K,adobe
648,Software Sales,"$128,959/yr",Range: $120K - $137K,adobe
649,Market Research Analyst,"$116,112/yr",Range: $86K - $147K,adobe
650,Senior Strategic Account Executive,"$98,318/yr",Range: $65K - $134K,adobe
652,Associate General Counsel,"$262,126/yr",Range: $232K - $295K,adobe
653,QE Lead,"$117,976/yr",Range: $105K - $131K,adobe
654,Project Specialist,"$57,939/yr",Range: $49K - $68K,adobe
655,Senior Hana Modeler,"$147,559/yr",Range: $134K - $162K,adobe
656,Senior Business Architect,"$153,787/yr",Range: $135K - $174K,adobe
657,Senior Legal Counsel,"$198,601/yr",Range: $189K - $208K,adobe
659,Senior Manager Digital Marketing Demand Generation,"$157,546/yr",Range: $137K - $179K,adobe
661,Virtual Machine and Compiler Engineer,"$117,447/yr",Range: $112K - $124K,adobe
662,"Director, Product Management","$216,563/yr",Range: $199K - $232K,adobe
663,Senior Marketing Director,"$257,619/yr",Range: $239K - $281K,adobe
665,IT Desktop Support Tech,"$80,221/yr",Range: $62K - $101K,adobe
666,Senior Named Account Executive Manager,"$83,060/yr",Range: $77K - $88K,adobe
667,Social Media Manager - Contractor,"$79,295/yr",Range: $62K - $97K,adobe
668,Experience Developer,"$95,683/yr",Range: $79K - $114K,adobe
669,Customer Service Engineer,"$102,868/yr",Range: $99K - $107K,adobe
670,Product Developer,"$129,305/yr",Range: $116K - $144K,adobe
671,Communications Manager,"$106,630/yr",Range: $95K - $117K,adobe
672,Platform Engineer,"$118,491/yr",Range: $89K - $149K,adobe
673,Senior Human Resources Business Partner,"$142,299/yr",Range: $135K - $150K,adobe
674,IT Program Manager,"$149,850/yr",Range: $131K - $172K,adobe
675,QA Manager,"$130,036/yr",Range: $124K - $137K,adobe
676,Project Coordinator,"$78,812/yr",Range: $71K - $88K,adobe
677,Senior Data Scientist,"$194,540/yr",Range: $186K - $201K,adobe
678,Digital Marketing Consultant,"$81,156/yr",Range: $54K - $110K,adobe
679,Senior Buyer,"$96,834/yr",Range: $86K - $108K,adobe
680,Senior Software QA Engineer,"$117,420/yr",Range: $110K - $125K,adobe
681,Security Software Engineer,"$120,611/yr",Range: $108K - $134K,adobe
682,Corporate Trainer,"$94,617/yr",Range: $84K - $105K,adobe
683,Enterprise Architect,"$191,913/yr",Range: $166K - $223K,adobe
684,Senior Content Strategist,"$140,344/yr",Range: $123K - $157K,adobe
685,Experience Design,"$116,756/yr",Range: $111K - $123K,adobe
686,Senior Linux Systems Engineer,"$153,453/yr",Range: $133K - $176K,adobe
687,Senior Aem Engineer,"$134,577/yr",Range: $125K - $142K,adobe
688,Technical Evangelist,"$130,679/yr",Range: $123K - $138K,adobe
689,Search Analyst,"$64,653/yr",Range: $59K - $71K,adobe
691,Senior License Compliance Consultant,"$101,908/yr",Range: $96K - $107K,adobe
692,Database Engineer,"$129,369/yr",Range: $119K - $142K,adobe
693,Senior Graphics Software Engineer,"$152,944/yr",Range: $139K - $168K,adobe
694,Senior Business Operations Manager,"$142,828/yr",Range: $137K - $148K,adobe
695,Revenue Analyst,"$72,382/yr",Range: $55K - $92K,adobe
696,Senior Designer,"$113,952/yr",Range: $78K - $152K,adobe
697,NOC Engineer,"$65,175/yr",Range: $52K - $79K,adobe
698,Enterprise Sales Executive,"$150,263/yr",Range: $141K - $158K,adobe
699,"Director, Art Management","$114,397/yr",Range: $110K - $121K,adobe
700,Senior Campaign Manager,"$109,849/yr",Range: $99K - $123K,adobe
701,Senior Manager Evangelism,"$173,882/yr",Range: $152K - $198K,adobe
702,Localization Engineer,"$108,234/yr",Range: $105K - $113K,adobe
703,Senior Technology Manager,"$182,986/yr",Range: $162K - $207K,adobe
704,Implementation Manager,"$115,076/yr",Range: $96K - $135K,adobe
705,Senior Storage Engineer,"$144,976/yr",Range: $118K - $175K,adobe
706,Senior Software Developer,"$119,497/yr",Range: $113K - $128K,adobe
708,Senior Quality Engineering Manager,"$150,576/yr",Range: $142K - $160K,adobe
709,Solution Designer,"$128,995/yr",Range: $124K - $135K,adobe
710,Senior Web Developer,"$136,351/yr",Range: $122K - $151K,adobe
711,SRE,"$91,334/yr",Range: $80K - $103K,adobe
712,Portfolio Manager,"$138,205/yr",Range: $125K - $152K,adobe
713,Senior SAP BW Developer,"$133,947/yr",Range: $128K - $141K,adobe
714,Cloud Engineer,"$127,712/yr",Range: $115K - $142K,adobe
715,"Senior Manager, ECommerce","$168,892/yr",Range: $155K - $183K,adobe
717,Production Manager,"$103,150/yr",Range: $90K - $117K,adobe
718,Type Designer,"$103,847/yr",Range: $96K - $111K,adobe
719,Senior Business Solutions Analyst,"$140,403/yr",Range: $134K - $148K,adobe
720,Senior Business Development Manager,"$106,849/yr",Range: $64K - $153K,adobe
722,Administrative Assistant,"$70,234/yr",Range: $66K - $73K,adobe
723,Commercial Account Executive,"$50,414/yr",Range: $48K - $53K,adobe
724,Senior UX Designer,"$132,911/yr",Range: $123K - $142K,adobe
725,Strategy Manager,"$116,590/yr",Range: $110K - $123K,adobe
726,UX Designer,"$101,788/yr",Range: $92K - $112K,adobe
727,Web Analyst,"$113,611/yr",Range: $96K - $132K,adobe
729,Associate Product Manager,"$107,104/yr",Range: $78K - $139K,adobe
730,Talent Coordinator,"$70,091/yr",Range: $61K - $79K,adobe
731,Application Developer,"$129,265/yr",Range: $117K - $142K,adobe
732,Senior Release Engineer,"$114,162/yr",Range: $88K - $142K,adobe
733,Assistant Vice President Sales,"$115,374/yr",Range: $81K - $153K,adobe
736,License Management Consultant,"$83,132/yr",Range: $72K - $96K,adobe
741,Management Consultant Manager,"$128,406/yr",Range: $120K - $136K,adobe
742,Global Account Manager,"$136,185/yr",Range: $128K - $145K,adobe
744,Consultant II,"$74,813/yr",Range: $68K - $83K,adobe
745,Technical Artist,"$110,518/yr",Range: $101K - $121K,adobe
746,Strategic Account Executive,"$146,209/yr",Range: $131K - $160K,adobe
747,Senior Product Manager Web Services,"$139,773/yr",Range: $117K - $164K,adobe
748,Product Management Senior Director,"$233,604/yr",Range: $221K - $251K,adobe
749,Partner Integration Manager,"$83,961/yr",Range: $80K - $89K,adobe
751,Program Director,"$183,661/yr",Range: $170K - $198K,adobe
752,Social Media Manager,"$107,435/yr",Range: $96K - $118K,adobe
753,Product Management Manager,"$175,704/yr",Range: $168K - $184K,adobe
754,Client Partner,"$160,314/yr",Range: $131K - $192K,adobe
