,date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,company
704,Mon Apr 01 2019 09:21:05 GMT-0700 (Pacific Daylight Time), Staff Engineer1,"Palo Alto, CA",Current Employee ,Great company,I have been working at VMware full-time for more than 10 years,5.0,It is a great software company to work for and build your career. Some areas not good but there are a lot of good and upcoming areas or the really old areas that made VMware what it is.,Too much bureaucracy and politics has crept into the organization at director and VP levels.,,5.0,4.0,5.0,4.0,4.0,4.0,vmware
705,Sun Apr 28 2019 20:12:14 GMT-0700 (Pacific Daylight Time), Marketing,"Palo Alto, CA",Current Employee ,Don't treat people well,I have been working at VMware full-time for more than 3 years,1.0,"Salary, decent work life balence","No longer nimble or innovative, VP and above way to many politics for a medium sized co. IQ and EQ failing",,2.0,3.0,2.0,2.0,3.0,2.0,vmware
706,Mon Apr 22 2019 11:47:41 GMT-0700 (Pacific Daylight Time), Partner Sales Manager,"Chicago, IL",Former Employee ,Solid Employer,I worked at VMware full-time for more than 5 years,2.0,"Good entry salary (100k+ for all sales roles), 401k match, unlimited PTO, employee stock purchase program, signing bonus (restricted stock units).","Onboarding process is terrible, sink or swim mentality, very little professional development. Raises are limited and promotions don't include significant salary bumps.",,4.0,5.0,2.0,5.0,4.0,3.0,vmware
707,Sat Apr 20 2019 07:29:03 GMT-0700 (Pacific Daylight Time), Staff Engineer,,Current Employee ,"Great Company and CEO, Bad middle management,",I have been working at VMware full-time for more than 10 years,,"* They are lot in Charity and support community. 
* Good salaries
* Talent is top notch. 
* Women got better career path here.","* Recent change in Health benefits are horrible. Pretty much they want to shove HSA option to you. Medical bills from providers are not discounted anymore from this year, so it has become expensive for you and your family to manage medical with VMware.
* Sr. Director and VP are bringing developer productive numbers in employee directory. It is becoming hostile environment. 
* vmwomen has some bad side effects. Some of them are not deserved to be leader. 
* no work life balance",Change the middle layer. It is becoming land of bureaucrats who are disturbing the work culture.,3.0,2.0,4.0,4.0,5.0,2.0,vmware
708,Thu Mar 28 2019 13:14:10 GMT-0700 (Pacific Daylight Time), Marketing Manager,"Palo Alto, CA",Current Employee ,Excellent Company,I have been working at VMware full-time for more than 3 years,2.0,"Great leadership, incredible culture, generous benefits, and meaningful work.",The only constant is change. Also a pro!,,5.0,4.0,5.0,5.0,4.0,5.0,vmware
709,Wed Apr 17 2019 09:01:12 GMT-0700 (Pacific Daylight Time), Senior Manager,"Palo Alto, CA",Former Employee ,Work Culture,I worked at VMware full-time for more than 8 years,,Very positive working at vmware IT. Talented team and plenty of work to do and build a career,If you are a person who don't like to put long hours working across the geo's - this is not for you,,4.0,3.0,4.0,4.0,4.0,3.0,vmware
710,Thu Mar 28 2019 18:02:38 GMT-0700 (Pacific Daylight Time),,,Current Employee ,Great place to work,I have been working at VMware full-time for more than 3 years,1.0,"The technology is top rate, great corporate culture, beautiful campus",Sometimes teams are too siloed.,,5.0,5.0,5.0,4.0,5.0,5.0,vmware
711,Tue Apr 09 2019 22:45:14 GMT-0700 (Pacific Daylight Time), Staff Engineer,"Palo Alto, CA",Former Employee ,there's still some hope!,I worked at VMware full-time for more than 5 years,,"the people, the tools (obviously depends on the group you are in)",some groups are now in maintenance mode.,,4.0,4.0,4.0,4.0,4.0,4.0,vmware
712,Sun Mar 17 2019 21:04:31 GMT-0700 (Pacific Daylight Time), Financial Analyst,,Former Employee ,Great Intern Program,I worked at VMware full-time for less than a year,1.0,"Very great environment to learn in, fun company events, great internship program",Average age is older and less exciting for the younger crowd,,5.0,5.0,5.0,5.0,5.0,5.0,vmware
713,Wed Mar 27 2019 17:04:10 GMT-0700 (Pacific Daylight Time), Digital Marketing Specialist,"Palo Alto, CA",Former Employee ,Opportunity Abounds,I worked at VMware full-time for more than 3 years,1.0,"Salary, bonus, unlimited time off, beautiful campus","Perpetual intensity, re-orgs, battling business units","Great place to work, just be sure to walk the talk.",4.0,2.0,5.0,3.0,5.0,4.0,vmware
714,Sat Mar 30 2019 10:33:59 GMT-0700 (Pacific Daylight Time), Smts,,Current Employee ,Great company to work for,I have been working at VMware full-time for more than 5 years,,"Work life balance, great leadership",No transparent appraisal of employees.,,4.0,5.0,5.0,5.0,5.0,4.0,vmware
715,Sat Mar 30 2019 14:17:48 GMT-0700 (Pacific Daylight Time),,,Current Employee ,Each organization is different but a great work atmosphere,I have been working at VMware full-time,,"Great campus, wide range of technology",as every company some business units are more fun that others.,,3.0,2.0,1.0,2.0,3.0,1.0,vmware
716,Fri Mar 08 2019 14:01:00 GMT-0800 (Pacific Standard Time), Sales Specialist,"Nashville, TN",Current Employee ,Great company to work for,I have been working at VMware full-time for more than a year,2.0,"Work life balance, benefits",No con to give at this time,,5.0,,,,,,vmware
717,Mon Mar 11 2019 11:28:09 GMT-0700 (Pacific Daylight Time),,,Current Employee ,Awesome place,I have been working at VMware full-time,1.0,Good work culture in the compsny,No cons in the compsny,,5.0,,,,,,vmware
718,Thu Mar 28 2019 08:24:48 GMT-0700 (Pacific Daylight Time), Inside Sales Representative,"Austin, TX",Current Employee ,"Great company, but shifting inside sales environment",I have been working at VMware full-time for less than a year,,"Excellent product, culture, and employees","Inside sales structure is being overtaken by outside sales team. Unethical account shifting or ""quota dumping"" from outside sales to inside sales.",,3.0,4.0,4.0,4.0,4.0,3.0,vmware
719,Wed Mar 27 2019 11:04:55 GMT-0700 (Pacific Daylight Time), Senior Solutions Engineer,"Palo Alto, CA",Current Employee ,Great company that changed the tech world,I have been working at VMware full-time for more than 5 years,,"Amazing technology, great breadth of offerings, amazing community support","Tend to hire from outside for management roles, poor career dev","Promote from within, have HR actually work with managers to help career dev",4.0,5.0,5.0,3.0,4.0,4.0,vmware
720,Wed Mar 06 2019 14:09:20 GMT-0800 (Pacific Standard Time),,"Palo Alto, CA",Current Employee ,Great company to work,I have been working at VMware full-time for more than 10 years,,"flexible hours
can move between team
passionate people",too much flexibility allow abuse of the system,,5.0,5.0,5.0,4.0,5.0,,vmware
721,Sat Mar 09 2019 22:26:13 GMT-0800 (Pacific Standard Time), Systems Engineer,"Palo Alto, CA",Current Employee ,"Going down, great in the past",I have been working at VMware full-time for more than a year,8.0,"Salary, training resources, PA campus
A lot of smart engineer"," Political environment is destroying the company, leadership promote their friends
- Benefits changes, company switch from Aetna to UHC to save money and seriously impacting the employees and families. HR doesn't do anything to help, just exist for administrative works
- The EPIC2 values pushed by high executives, doesn't reflect the reality on the management level. This is a serious issue across the all BUs","Review the Directors and Managers on the same position for more than 5 years, they are on the comfort zone and don't work to make their teams better, promote and coach.

Listen the employees and their concern about UHC, families are getting seriously impacted by this change.",2.0,4.0,2.0,2.0,4.0,1.0,vmware
722,Fri Mar 15 2019 18:57:09 GMT-0700 (Pacific Daylight Time), EUC AE,,Former Employee ,To,I worked at VMware full-time for more than a year,,"Excellent product
Easy to get in the door
Confusing product set that doesn’t really have a complete story
Great commerodery between SEs, specialists and core reps","Somewhat unrealistic goals 
Unmanageable territories 
GEH Management cares more about their image than actual excellence - not focused on customer success
Lots of finger pointing in specialist position with expectations changing quarterly 
Lower level management cares more about reports than actually having time to sell 
Layoffs just about every February 
Management hard to trust and very disconnected with real life
Lots of arrogance and fake intentions in GEH EUC","List to your reps, listen to your customers and don’t ignore the market and feedback.",4.0,3.0,4.0,4.0,5.0,2.0,vmware
723,Sat Mar 16 2019 11:50:07 GMT-0700 (Pacific Daylight Time),,,Current Employee ,software engineer,I have been working at VMware full-time,,"fun, challenge, perks, vacation, and more","over time, and more, and more",,3.0,4.0,3.0,4.0,3.0,3.0,vmware
724,Fri Mar 15 2019 08:49:04 GMT-0700 (Pacific Daylight Time), Director,,Former Employee ,Great company; great people,I worked at VMware full-time for more than 5 years,,"Great executive leadership
Great stated values
Great opportunity to learn and grow","Processes can be cumbersome
Lots of egos",,4.0,3.0,5.0,4.0,4.0,5.0,vmware
725,Mon Mar 11 2019 15:40:56 GMT-0700 (Pacific Daylight Time),,,Former Employee ,A great company to with,I worked at VMware full-time for more than 3 years,1.0,"Work culture is great
Compensation is good",career growth and development is slow,,4.0,5.0,5.0,4.0,4.0,3.0,vmware
726,Sun Mar 10 2019 06:59:45 GMT-0700 (Pacific Daylight Time),,,Current Employee ,Good Start of career.,I have been working at VMware full-time for more than a year,1.0,"People, Learning, working on a great product.","No good career path, not enough people in Denver office",,4.0,3.0,5.0,3.0,5.0,4.0,vmware
727,Tue Feb 12 2019 22:47:48 GMT-0800 (Pacific Standard Time), Member of Technical Staff,"Bellevue, WA",Current Employee ,Great Salary and Benefits,I have been working at VMware full-time for more than a year,3.0,Best Work life balance.,they donot provide parking and cut down on many privileges without informing.,,5.0,5.0,5.0,3.0,5.0,5.0,vmware
728,Fri Mar 01 2019 17:03:22 GMT-0800 (Pacific Standard Time), Senior Member of Technical Staff,"Palo Alto, CA",Current Employee ,"Smart People, good vision, nice benefits",I have been working at VMware full-time for more than 5 years,2.0,"1) Technically challenging & fulfilling
2) Management has good vision & seems to be taking the decisions as per market trends.
3) Good benefits","1) Adherence to stale technology. Only some teams get to work on latest and coolest stuff.
2) Politics like any other company of this size has.",,4.0,3.0,3.0,4.0,4.0,4.0,vmware
729,Mon Feb 25 2019 16:46:38 GMT-0800 (Pacific Standard Time), Senior Director,"Palo Alto, CA",Current Employee ,High growth company. Tech Leader,I have been working at VMware full-time for more than 10 years,1.0,Product drives growth. Innovative and leading edge. Competitive pay,Political climate increasing. Who you know is becoming more important what you can do and deliver as an employee.,Work harder to keep top talent and de-emphasize the boys club mentality,4.0,3.0,4.0,3.0,5.0,3.0,vmware
730,Tue Feb 26 2019 08:50:07 GMT-0800 (Pacific Standard Time),,"Palo Alto, CA",Current Employee ,Excellent work life balance,I have been working at VMware full-time for less than a year,1.0,"Flexibility in schedule 
Tons of resources","Lack of passion and energy
Not mission driven",,4.0,5.0,4.0,4.0,5.0,4.0,vmware
